,Title,Rating,Number of User Reviews,Year,Duration,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,Unknown,War,Western,Cluster
5948,The Powerpuff Girls,6.7,46.0,2002,73,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
5949,The Art of Self-Defense,6.5,91.0,2019,104,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
5950,Saving Face,7.2,12.0,2005,91,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
5951,Cadillac Records,7.2,26.0,2008,109,"['Biography', 'Drama', 'Music']",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
5952,Ali,6.7,79.0,2001,157,"['Biography', 'Drama', 'Sport']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
5953,Knuckle,7.4,5.0,2011,97,"['Documentary', 'Biography', 'Drama']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5955,Crooklyn,6.7,14.0,1994,115,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5956,Twelve and Holding,9.2,12.0,2006,94,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5957,"Alice, Darling",5.5,22.0,2022,90,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
5958,Samsara,8.0,68.0,2012,102,"['Documentary', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5959,The Jungle Book,7.9,89.0,1967,78,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical']",0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
5960,El Topo,6.9,8.0,1970,125,"['Drama', 'Western']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
5961,A Fistful of Dollars,8.1,118.0,1967,99,"['Action', 'Drama', 'Western']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
5963,The Transfiguration,6.7,7.0,2017,97,"['Drama', 'Horror']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
5964,The Good Nurse,6.6,54.0,2022,121,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
5965,Clerks II,7.3,105.0,2006,97,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5966,Tetro,6.5,26.0,2009,127,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5967,Unknown White Male,2.8,4.0,2006,88,"['Documentary', 'Biography']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5969,The Black Phone,7.0,258.0,2022,103,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
5970,Coco Before Chanel,6.8,31.0,2009,105,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5972,Find Me Guilty,6.9,24.0,2006,125,"['Biography', 'Comedy', 'Crime', 'Drama']",0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5973,I Am Not Madame Bovary,7.0,8.0,2016,128,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5974,Telling Lies in America,4.3,6.0,1997,101,"['Drama', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
5975,The Parallax View,6.6,15.0,1974,102,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
5976,In the Fade,7.3,44.0,2017,106,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
5977,Seven,8.7,972.0,1995,127,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
5980,We Are Still Here,6.3,53.0,2015,84,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
5982,A Letter to Momo,5.5,24.0,2014,120,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5983,Klaus,8.8,369.0,2019,96,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5984,Walk on Water,6.5,13.0,2005,103,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
5985,Tyrannosaur,7.6,52.0,2011,91,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5988,Sleepy Hollow,7.5,290.0,1999,105,"['Fantasy', 'Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
5989,Sex and Lucia,7.0,33.0,2002,128,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
5993,A Brilliant Young Mind,6.7,26.0,2015,111,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
5995,Vincent & Theo,6.2,11.0,1990,138,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5996,Darkman,7.0,95.0,1990,96,"['Action', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
5997,High Society,7.0,8.0,1956,111,"['Comedy', 'Musical', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5998,Oliver Twist,6.8,35.0,2005,130,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6000,Hostiles,7.2,206.0,2017,134,"['Drama', 'Western']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
6001,Do I Sound Gay?,3.9,9.0,2015,77,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,Coherence,7.7,164.0,2014,89,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6
6004,Ride Your Wave,8.0,9.0,2020,95,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
6006,Sharper,5.9,44.0,2023,116,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6007,The First Omen,6.6,110.0,2024,119,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
6010,Soapdish,7.2,9.0,1991,97,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6011,Cargo,6.0,83.0,2018,105,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6
6012,"The Gangster, the Cop, the Devil",7.1,34.0,2019,110,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6013,The Unknown Girl,6.3,24.0,2017,113,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
6014,The Phantom of the Open,7.5,21.0,2022,106,"['Biography', 'Comedy', 'Drama', 'Sport']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6016,The Hallow,6.1,34.0,2015,97,"['Fantasy', 'Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
6017,The Overnight,7.0,43.0,2015,79,"['Comedy', 'Mystery']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6018,Hanna,7.0,367.0,2011,111,"['Action', 'Adventure', 'Drama', 'Thriller']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
6019,Lone Wolf McQuade,7.1,9.0,1983,107,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4
6020,Pacific Rim,7.5,1769.0,2013,131,"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6021,Night Catches Us,8.3,6.0,2010,90,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6022,Swallow,6.4,54.0,2020,94,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
6025,We Were Soldiers,6.9,96.0,2002,138,"['Action', 'Drama', 'History', 'War']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
6026,L'Auberge Espagnole,7.2,20.0,2003,122,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6027,Cocoon,7.7,30.0,1985,117,"['Comedy', 'Drama', 'Sci-Fi']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6028,The Autopsy of Jane Doe,6.9,184.0,2016,86,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
6029,Harry Potter and the Deathly Hallows: Part I,7.6,1266.0,2010,146,"['Adventure', 'Family', 'Fantasy', 'Mystery']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
6030,The Curse of Frankenstein,6.7,6.0,1957,82,"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6
6032,Black '47,6.9,27.0,2018,100,"['Action', 'Drama', 'History']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6035,Leo,7.3,61.0,2023,102,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical']",0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
6038,Ondine,6.9,25.0,2010,111,"['Drama', 'Mystery', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
6039,Plus One,6.0,23.0,2019,99,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6040,Down in the Valley,7.0,11.0,2006,114,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
6044,We Are What We Are,5.9,17.0,2011,90,"['Drama', 'Horror']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
6045,The Year of Living Dangerously,7.3,23.0,1983,115,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
6046,Mississippi Burning,7.7,72.0,1989,128,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
6047,Please Baby Please,5.1,7.0,2022,95,"['Drama', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
6048,In a Better World,7.8,52.0,2011,119,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6051,Photograph,6.7,7.0,2019,110,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6052,Silkwood,7.9,25.0,1983,131,"['Biography', 'Drama', 'History', 'Thriller']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
6053,James' Journey to Jerusalem,4.6,5.0,2004,87,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6056,The Pillow Book,6.7,9.0,1997,126,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6057,Outrage,6.6,7.0,2009,90,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6058,Comic-Con Episode IV: A Fan's Hope,7.3,14.0,2012,88,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,The Way,7.2,42.0,2011,115,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6060,The Rover,7.1,130.0,2014,103,"['Action', 'Crime', 'Drama', 'Sci-Fi']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
6061,Absence of Malice,7.4,9.0,1981,116,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
6062,About Adam,7.3,4.0,2001,105,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6063,Napoleon Dynamite,7.0,204.0,2004,82,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6064,Sky Captain and the World of Tomorrow,6.0,74.0,2004,106,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3
6065,Dr T and the Women,5.1,12.0,2000,122,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6066,Marie Antoinette,7.1,125.0,2006,123,"['Biography', 'Drama', 'History', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
6067,Cold Weather,5.2,13.0,2011,96,"['Comedy', 'Drama', 'Mystery']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6070,Suffragette,6.6,95.0,2015,106,"['Drama', 'History']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6071,Guilty by Suspicion,7.5,6.0,1991,105,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6073,Coup de Chance,6.8,14.0,2024,93,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
6074,Interview,6.7,6.0,2007,84,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6077,Zarafa,6.2,9.0,2015,78,"['Animation', 'Adventure', 'Family']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6080,Sunshine,7.4,283.0,2007,107,"['Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6
6081,Mean Dreams,7.2,11.0,2017,108,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
6083,The Prince of Egypt,8.3,187.0,1998,99,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical']",0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
6084,He Got Game,7.1,26.0,1998,136,"['Drama', 'Sport']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
6085,Runoff,8.1,8.0,2015,90,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6086,The Muppets Take Manhattan,7.8,17.0,1984,94,"['Adventure', 'Comedy', 'Drama', 'Family', 'Musical', 'Romance']",0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7
6087,Alien: Romulus,7.1,829.0,2024,119,"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6
6088,To All the Boys I've Loved Before,7.6,130.0,2018,99,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6089,Enforcement,4.6,11.0,2021,108,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6092,Frozen II,6.7,608.0,2019,103,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
6093,Mother and Child,6.8,26.0,2010,125,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6096,The Vanishing,6.1,28.0,2019,107,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
6099,Real Life,8.3,7.0,1979,99,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6100,Disconnect,7.7,105.0,2013,115,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
6101,Gretel & Hansel,4.9,142.0,2020,87,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
6102,Goat,7.2,21.0,2016,96,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6103,MaXXXine,6.1,147.0,2024,103,"['Crime', 'Horror']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
6105,Joe the King,6.2,5.0,1999,93,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6107,Herod's Law,6.7,7.0,2003,120,"['Comedy', 'Crime', 'Drama', 'Mystery']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6108,Tae Guk Gi: The Brotherhood of War,7.7,35.0,2004,140,"['Action', 'Drama', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
6109,8 Women,6.6,22.0,2002,111,"['Comedy', 'Crime', 'Musical', 'Romance']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
6110,Frailty,6.9,81.0,2002,100,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6111,Pennies from Heaven,6.8,5.0,1982,108,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
6112,Sleeping with Other People,6.9,62.0,2015,101,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6114,Wanted,6.8,274.0,2008,110,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6116,Wes Craven's New Nightmare,7.1,67.0,1994,112,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
6117,Enola Holmes 2,6.2,124.0,2022,129,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery']",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
6120,The Goodbye Girl,7.3,10.0,1977,111,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6121,Adoration,6.4,7.0,2009,100,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6122,Gaia,5.9,15.0,2021,96,"['Drama', 'Fantasy', 'Horror', 'Mystery']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
6123,Looking for Mr. Goodbar,7.8,6.0,1977,136,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6124,Thunderball,6.8,98.0,1965,130,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
6126,Outbreak,6.7,52.0,1995,127,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6128,Sitting in Bars with Cake,7.0,6.0,2023,120,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6130,JCVD,7.4,45.0,2008,97,"['Action', 'Comedy', 'Crime', 'Drama']",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6131,Cop Land,6.8,81.0,1997,104,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6132,Captain Marvel,4.0,5047.0,2019,123,"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6134,Dolphin Tale,6.8,65.0,2011,113,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6135,How to Survive a Pandemic,5.0,4.0,2022,106,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136,Hot Shots! Part Deux,7.3,23.0,1993,86,"['Action', 'Comedy']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6137,A Better Life,7.3,42.0,2011,98,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6138,The Notorious Bettie Page,6.3,15.0,2006,91,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6139,The Eight Hundred,7.4,15.0,2020,149,"['Action', 'Drama', 'History', 'War']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
6143,Pooh's Heffalump Movie,6.8,34.0,2005,68,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Mystery']",0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7
6144,The Innkeepers,6.0,73.0,2012,100,"['Drama', 'Horror', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
6147,Catch Me Daddy,5.2,5.0,2015,112,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
6149,Father and Son,6.6,5.0,2004,97,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6150,Beavis and Butt-Head Do America,7.4,85.0,1996,81,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Music']",0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
6151,One Hour Photo,7.3,97.0,2002,96,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
6152,"Confess, Fletch",6.4,45.0,2022,98,"['Comedy', 'Crime', 'Mystery']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6153,Quartet,6.1,46.0,2012,98,"['Comedy', 'Drama', 'Music', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
6156,Prometheus,6.5,2319.0,2012,124,"['Adventure', 'Mystery', 'Sci-Fi']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
6157,Orgasm Inc.,7.8,4.0,2011,73,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6158,Northern Soul,6.3,6.0,2015,102,"['Drama', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
6159,"New York, New York",6.4,13.0,1977,155,"['Drama', 'Music', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
6160,Paper Clips,5.9,8.0,2004,82,"['Documentary', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
